timestep,question ,action_node_id, bubble_size, bubble_scale, image_name, question, option1, option2
task1_3_2_0-8_trial_11_16,Show me right elbow,10,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_11_17,Show me Left Arm,6,2,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_11_18,Show me left shoulder,14,2,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_11_19,Show me left shoulder,14,1,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_11_20,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_11_21,Show me head,12,2,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_11_22,Show me head,12,2,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_11_23,Show me Upper Body,2,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_11_24,Show me right elbow,10,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_11_25,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_11_26,Show me Right Leg,7,2,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_11_27,Show me left ankle,22,2,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_11_28,Show me Left Arm,6,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_11_29,Show me left shoulder,14,0,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_11_30,Show me right knee,18,2,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_11_31,Show me Right Leg,7,2,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_11_32,Show me right knee,18,0,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_11_33,Show me Right Arm,4,2,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_11_34,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_11_35,Show me left shoulder,14,0,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_11_36,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
-1,-1,-1,-1,-1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_12_1,Show me right wrist,11,0,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_12_2,Show me right ankle,19,1,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_12_3,Show me Right Leg,7,2,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_12_4,Show me Right Arm,4,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_12_5,Show me right shoulder,9,2,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_12_6,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_12_7,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_12_8,Show me neck,13,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_12_9,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_12_10,Show me Upper Body,2,1,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_12_11,Show me right shoulder,9,2,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_12_12,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_12_13,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_12_14,Show me Right Leg,7,0,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_12_15,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_12_16,Show me left hip,20,2,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_12_17,Show me left ankle,22,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_12_18,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_12_19,Show me Right Leg,7,0,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_12_20,Show me right wrist,11,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_12_21,Show me left ankle,22,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_12_22,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_12_23,Show me right shoulder,9,1,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_12_24,Show me Right Arm,4,2,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_12_25,Show me left shoulder,14,2,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_12_26,Show me left elbow,15,2,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_12_27,Show me right elbow,10,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_12_28,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_12_29,Show me Left Arm,6,0,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_12_30,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_12_31,Show me Torso,5,2,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_12_32,Show me Left Leg,8,2,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_12_33,Show me right elbow,10,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_12_34,Show me head,12,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_12_35,Show me Right Leg,7,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_12_36,Show me right shoulder,9,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
-1,-1,-1,-1,-1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_13_1,Show me Lower Body,3,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_13_2,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_13_3,Show me right knee,18,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_13_4,Show me Left Leg,8,0,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_13_5,Show me rigth hip,17,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_13_6,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_13_7,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_13_8,Show me right knee,18,2,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_13_9,Show me left shoulder,14,2,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_13_10,Show me left knee,21,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_13_11,Show me Left Leg,8,2,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_13_12,Show me right elbow,10,1,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
-1,-1,-1,-1,-1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_14_1,Show me Right Leg,7,2,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_14_2,Show me Upper Body,2,0,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_14_3,Show me neck,13,2,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_14_4,Show me Right Arm,4,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_14_5,Show me Torso,5,0,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_14_6,Show me Full Body,1,1,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_14_7,Show me Left Arm,6,0,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_14_8,Show me Torso,5,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_14_9,Show me left shoulder,14,2,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_14_10,Show me left knee,21,2,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_14_11,Show me left hip,20,0,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_14_12,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_14_13,Show me rigth hip,17,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_14_14,Show me left wrist,16,0,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_14_15,Show me Right Leg,7,1,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_14_16,Show me Right Leg,7,2,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_14_17,Show me Left Arm,6,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_14_18,Show me Full Body,1,0,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_14_19,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_14_20,Show me Left Arm,6,0,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_14_21,Show me Full Body,1,0,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_14_22,Show me left ankle,22,1,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_14_23,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_14_24,Show me right elbow,10,2,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
-1,-1,-1,-1,-1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_15_1,Show me Lower Body,3,0,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_15_2,Show me left wrist,16,0,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_15_3,Show me Right Arm,4,2,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_15_4,Show me Right Arm,4,1,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_15_5,Show me left elbow,15,0,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_15_6,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_15_7,Show me left elbow,15,2,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_15_8,Show me left knee,21,2,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_15_9,Show me Upper Body,2,1,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_15_10,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_15_11,Show me Right Arm,4,1,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_15_12,Show me left elbow,15,0,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_15_13,Show me rigth hip,17,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_15_14,Show me right ankle,19,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_15_15,Show me neck,13,2,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_15_16,Show me Lower Body,3,2,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_15_17,Show me Lower Body,3,2,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_15_18,Show me neck,13,2,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_15_19,Show me right knee,18,2,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_15_20,Show me Right Arm,4,1,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_15_21,Show me left knee,21,2,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_15_22,Show me Lower Body,3,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_15_23,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_15_24,Show me Upper Body,2,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_15_25,Show me Right Leg,7,0,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_15_26,Show me Right Leg,7,0,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_15_27,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_15_28,Show me right knee,18,1,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
-1,-1,-1,-1,-1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_16_1,Show me right wrist,11,0,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_16_2,Show me Right Leg,7,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_16_3,Show me Upper Body,2,2,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
